GTEx_bladder	GTEx_prostate	GTEx_thyroid	TCGA_bladder	TCGA_prostate	TCGA_thyroid
OR6C76	0	0	0	0	0	0
OR6F1	0	0.0957	0	0	0	0
OR6K2	0	0	0	0	0	0
OR6K3	0	0	0	0	0	0
OR6K6	0	0	0	0	0	0
OR6M1	0	0	0	0	0	0
OR6N1	0	0	0	0	0	0
OR6N2	0	0	0	0	0	0
OR6P1	0	0	0	0	0	0
OR6Q1	0	0	0	0.5974	0	0
OR6S1	0	0	0	0.5974	0	0.4057
OR6T1	0	0	0	0	0	0.4057
OR6V1	0	0	0	0	0	0
OR6W1P	0	0	0	0	0	0
OR6X1	0	0	0	0	0	0
OR6Y1	0	0	0	0	0	0
OR7A10	0	0	0	0	0	0
OR7A17	0	0	0	0	0	0
OR7A5	0.0306	0.2849	0	0	4.2184	0
OR7C1	0	0.3808	0.0773	0	5.5163	0
OR7C2	0	0	0	0	0	0
OR7D2	1.081	0.0126	0.0256	0	2.9204	0.4057
OR7D4	0	0	0	0	0	0
OR7E156P	0	0	0	0	0	0
OR7E24	0	0	0	0	0	0
OR7E37P	0	0.1152	0	0	0	1.2172
OR7E5P	0	0	0	0	0	0
OR7E91P	3.4011	10.6415	0.5707	52.5687	7.7878	7.7087
OR7G1	0	0	0	0	0	0
OR7G2	0	0	0	0	0	0
OR7G3	0	0	0	0	0	0
OR8A1	0	0	0	0	0	0
OR8B12	0	0	0	0	0	0
OR8B2	0	0	0	0	0	0
OR8B3	0	0	0	0	0	0
OR8B4	0	0	0	0	0	0
OR8B8	0	0	0	0	0	0
OR8D1	0	0	0	0	0	0
OR8D2	0	0	0	0	0	0
OR8D4	0	0	0	0	0.3245	0
OR8H1	0	0	0	0	0	0
OR8H2	0	0	0	0	0	0
OR8H3	0	0	0	0	0	0
OR8I2	0	0	0	0	0	0
OR8J1	0	0	0	0	0	0
OR8J3	0	0	0	0	0	0
OR8K1	0	0	0	0	0	0
OR8K3	0	0	0	0	0	0
OR8K5	0	0	0	0	0	0
OR8S1	0.1236	0	0	0.5974	0	0
OR8U1	0	0	0	0	0	0
OR9A2	0	0	0	0	0	0
OR9A4	0	0	0.0188	0	0	0
OR9G4	0	0	0	0	0	0
OR9I1	0	0	0	0	0	0
OR9K2	0	0	0	0.5974	0	0
OR9Q1	0	0	0	0.5974	0	0
OR9Q2	0	0	0	0	0	0
ORAI1	5.4534	4.4759	9.4451	191.1589	274.1949	569.2261
ORAI2	2.0905	1.1834	6.3942	501.7384	734.1511	1912.2304
ORAI3	20.3042	18.3632	16.4859	233.5723	793.3804	667.0048
ORAOV1	5.2923	6.6553	6.2417	304.0621	219.3559	349.3255
ORM1	0.0769	373.8276	0.0941	1.1947	39.5879	0.4057
ORM2	0	37.7985	0	0	92.4799	0.4057
ORMDL1	23.0611	17.4574	26.7413	851.2545	489.0079	911.6543
ORMDL2	20.5538	32.468	27.5052	765.7706	418.509	441.6067
ORMDL3	28.6762	35.3656	50.0801	1883.5125	1689.2999	2500.4564
OS9	90.0081	85.7248	77.81	7149.9403	7325.7078	7477.0261
OSBP	23.4792	21.3448	19.4656	1433.0944	2465.4823	1899.9899
OSBP2	2.2889	1.7441	1.9746	532.8554	120.0617	204.8889
OSBPL10	3.5044	3.729	0.846	1029.2712	748.6006	413.8351
OSBPL11	5.4325	2.4023	4.2255	569.2951	497.4446	535.1456
OSBPL1A	5.302	1.8953	2.8757	770.6093	1299.9108	761.9434
OSBPL2	24.0207	21.1336	21.1364	2513.7395	1265.5147	1084.4913
OSBPL3	8.8141	2.6384	23.375	789.1278	334.2257	1130.7435
OSBPL5	8.4987	6.2312	6.8758	528.6738	1332.0354	366.3658
OSBPL6	0.9025	1.9975	0.5823	16.129	113.2473	53.5551
OSBPL7	17.2463	20.0904	9.1295	258.6619	408.2096	389.0861
OSBPL8	6.0036	2.8286	4.5947	832.1386	1742.1919	1258.1398
OSBPL9	23.4396	16.5377	19.7161	1335.1254	2043.9685	2020.8946
OSCAR	1.4805	0.6083	0.1294	27.4791	36.0185	48.6865
OSCP1	2.4051	2.2624	5.6978	77.0609	175.2251	271.4271
OSGEP	11.2891	12.6352	18.0795	358.4229	351.4237	532.7112
OSGEPL1	3.4459	2.8482	2.9219	25.687	122.9821	173.2427
OSGIN1	2.2133	1.848	3.4578	132.6165	60.0308	251.9525
OSGIN2	5.1155	3.9157	4.4298	387.6941	476.3527	661.3247
OSM	0.6548	0.1536	0.0682	54.3608	72.3615	106.2988
OSMR	10.0267	6.123	8.0851	901.4337	1131.8245	350.1369
OSR1	12.7393	3.5493	0.0233	1173.2378	773.9109	60.4524
OSR2	15.9531	7.6068	0.1827	167.264	1238.2575	28.4004
OST4	119.9172	112.9108	74.2777	2091.9952	1610.7699	2415.6243
OSTC	28.7065	24.416	30.2701	921.147	1117.5468	1319.4036
OSTF1	36.532	20.9449	22.7306	1437.8734	823.2336	968.0495
OSTM1	5.5035	4.5095	5.9011	809.4385	781.3742	813.0642
OSTN	0.0457	0.0126	0.0128	0.5974	0	0
OTC	0	0	0	0	0	1.6229
OTOA	0.0712	0.0098	0.0548	2.9869	4.8674	6.8973
OTOF	0.0309	0.0133	0.0351	16.7264	4.5429	11.7659
OTOL1	0	0	0	0	0	0
OTOP1	0	0	0	0	0	0
OTOP2	0	0	0	0	0	0
OTOP3	0	0	0	0	0	0
OTOR	0	0	0.0094	0	0	0.4057
OTOS	0	0	8.9809	0	2.9204	504.7165
OTP	0	0.0182	0	0	0	0.4057
OTUB1	35.7863	52.8286	43.9714	1980.8841	1478.3808	1952.7335
OTUB2	0.5819	0.8641	0.2325	21.5054	53.8655	21.9089
OTUD1	7.7444	3.7126	8.5253	356.0335	441.3077	884.471
OTUD3	3.926	5.2974	4.4914	271.8041	408.2096	340.3996
OTUD4	10.1492	4.5012	8.9568	1880.5257	1414.7806	1056.9023
OTUD5	27.7369	35.5545	28.7506	1358.4229	1321.9761	1926.7674
OTUD6A	0	0	0	0	0	0
OTUD6B	4.9003	3.0525	6.0314	375.1493	256.3479	238.9695
OTUD7A	0.283	0.1043	0.2456	7.7658	26.2838	17.446
OTUD7B	4.9435	2.499	4.9721	921.7443	881.6419	495.7906
OTX1	0	0.0991	0.1207	0	14.2776	2.0286
OTX2	0	0	0	0	0	0
OVCH1	0.098	0.0056	0.0514	0	0.3245	0.8114
OVCH2	1.8205	1.4231	0.019	34.0502	16.8735	0
OVGP1	5.1356	4.5108	1.3094	234.767	77.2288	28.4004
OVOL1	9.1061	2.5208	1.2358	8410.9916	275.1683	134.2935
OVOL2	7.3494	8.2595	2.7248	77.0609	221.6273	105.0817
OXA1L	56.7288	46.6313	64.6267	1568.1004	1480.0032	2178.72
OXCT1	5.7595	8.1568	7.8899	140.3823	966.6586	1072.7254
OXCT2	0.0968	0.2668	1.06	8.9606	26.9327	10.9545
OXER1	4.5854	6.8738	1.0998	106.3321	64.5737	34.4863
OXGR1	0.7089	0.0611	0.0155	106.9295	12.9796	4.0572
OXNAD1	2.2095	1.2627	2.3709	232.9749	172.9537	294.5532
OXR1	18.0733	4.0079	7.7083	1118.2796	1432.9521	877.1681
OXSM	6.5699	7.1198	8.1103	78.2557	119.7372	197.9917
OXSR1	17.4536	9.9584	11.6141	5963.5603	1347.2864	1151.0295
OXT	0.0574	0.5144	0.3211	0.5974	0.9735	1.6229
OXTR	0.0462	3.6038	0.2446	2.3895	19.4695	16.6345
P2RX1	1.9547	4.6998	0.1113	164.8746	216.76	97.373
P2RX2	0.0592	6.6269	0	6.5711	98.9697	3.6515
P2RX3	0	0	0.0394	0	0	0
P2RX4	19.6581	15.0491	9.4304	236.5591	577.2694	485.6476
P2RX5	4.8399	0.5417	0	22.0848	28.1755	570.0659
P2RX6	0.4169	0.0575	0.1603	15.5317	15.9001	1.2172
P2RX6P	0	0	0	0	0	0
P2RX7	1.0428	0.4188	0.0861	5.3763	128.8229	101.0244
P2RY1	2.2095	2.8298	0.2055	39.4265	322.8685	3.2458
P2RY10	1.0618	0	0	44.2055	33.7471	335.1253
P2RY11	5.2008	3.7671	4.6378	160.0956	88.0182	176.4885
P2RY12	1.1007	0.1379	0.0233	14.9343	54.5145	41.7892
P2RY13	0.5115	0.5141	0.1043	9.5579	147.3189	163.9111
P2RY14	7.345	0.0721	0.5559	67.503	24.0123	73.4354
P2RY2	3.7679	1.497	6.0098	140.9797	88.586	208.5404
P2RY4	0.1617	0.1238	0.2136	0	0.649	1.6229
P2RY6	0.3408	0.3574	1.1808	26.8817	38.2899	74.6526
P2RY8	2.0873	0.346	4.4287	182.1983	157.0536	958.7179
P4HA1	19.9998	7.9271	9.7264	1600.3584	831.9948	506.3394
P4HA2	4.7703	1.4025	5.0472	566.9056	541.2509	556.6487
P4HA3	0.4055	0.2286	1.0567	32.8554	64.2492	114.0075
P4HB	137.4157	246.6956	132.6111	12132.0191	18313.945	12353.7884
P4HTM	14.0603	15.6449	26.8967	822.5806	722.9658	1208.6419
PA2G4	38.0843	34.0419	30.4963	3812.4253	2019.3072	2378.7402
PA2G4P4	0.1495	0.7556	0.2091	70.4898	36.992	62.0753
PAAF1	10.5407	11.4353	7.5985	170.2509	402.0443	405.7207
PABPC1	430.9513	160.5863	78.4633	37467.1446	24828.7499	15705.0411
PABPC1L	15.6722	26.1755	23.1245	354.2413	130.7699	472.2588
PABPC1L2A	0	2.3502	0.0184	0	16.549	0
PABPC1L2B	0	1.6239	0	0	86.9636	0
PABPC1P2	0.0316	0	0	1.7921	0.3245	0
PABPC3	0.0858	0	0.04	351.8519	263.8111	204.4832
PABPC4	70.1394	29.1095	28.0814	6390.0836	2824.0448	2579.1662
PABPC4L	0.2085	0.5625	0.8622	9.5579	187.5558	36.9206
PABPC5	0.9049	0.2118	0.2507	7.1685	64.8982	45.035
PABPN1L	0.0897	0.1854	0	1.1947	0	1.2172
PACRG	1.9526	1.3377	0.6049	93.7873	27.9062	14.6059
PACRGL	3.9424	3.4359	4.7776	175.0299	194.3701	278.3244
PACS1	20.9146	24.5174	24.195	2604.54	2507.9906	3744.8017
PACS2	13.7598	19.1744	10.9964	1246.7145	1317.7578	1141.3247
PACSIN1	0.3	1.917	0.0961	16.129	41.2104	58.4238
PACSIN2	20.5704	41.2445	34.1102	918.1601	1590.9792	1178.6185
PACSIN3	8.4764	16.8024	15.2718	244.9223	794.6783	619.5354
PADI1	0.8031	0.1965	0.0163	34.6476	17.847	0.4057
PADI2	1.6439	0.9064	0.2058	87.8136	368.9462	114.8189
PADI3	87.1779	1.8841	0	3317.2043	221.6273	0
PADI4	0.1289	0	0.0554	7.1685	9.4102	4.0572
PADI6	0	0	0	0	0	0.4057
PAEP	0.0405	0	0	0	291.3929	2.4343
PAF1	28.6016	32.6355	29.5525	2098.5663	1331.3864	2014.8088
PAFAH1B1	23.8913	18.7151	33.7564	3609.319	3469.1328	3074.1455
PAFAH1B2	13.5853	13.6041	15.3771	366.1888	656.4452	349.7312
PAFAH1B3	18.3389	27.7943	5.4116	267.9331	252.7785	206.5646
PAFAH2	7.8568	5.5894	11.1148	288.5305	581.8123	550.1572
PAG1	8.2512	2.2846	1.1692	1144.5639	470.5119	725.0228
PAGE1	0	0	0	0	0	0
PAGE2	0	0	0	0	0	0
PAGE2B	0	0.1601	0	0	0.3245	0
PAGE3	0	0	0	0	0	0
PAGE4	0	6.9848	0	0	186.5823	0
PAGE5	0.1586	0	0	0	0	0.4057
PAH	0.0113	0.2342	0.0238	10.7527	16.549	4.8686
PAICS	14.4229	15.9509	10.1592	1388.2915	1464.4277	1184.7043
PAIP1	15.7473	8.9371	16.6386	701.9116	993.2668	921.3916
PAIP2	31.3271	22.6773	18.9984	1535.2449	1670.1549	2281.773
PAIP2B	3.2929	3.0356	2.4203	88.411	460.1282	307.1305
PAK1	21.8984	13.1501	28.9817	1740.7407	1522.1871	1777.0565
PAK1IP1	8.1229	64.4569	7.4275	633.8112	842.054	275.89
PAK2	17.0676	11.4584	10.7889	2982.6762	2449.9067	1819.6572
PAK3	0.068	0.0417	2.9122	3.5842	59.7063	84.3899
PAK4	11.8493	28.2248	10.2651	1366.7861	1933.9661	1070.6968
PAK6	0.2478	0.0502	0.1223	659.4982	380.5727	357.1072
PAK7	0.2211	0.3253	0.0084	22.7001	37.3165	0.4057
PALB2	4.679	1.5417	2.0766	130.227	244.3417	222.3349
PALLD	33.4642	9.2232	18.0938	8063.3214	9099.3754	4359.4604
PALM	6.7603	14.5481	4.4393	320.1912	931.289	339.1825
PALM2	0	0	0	31.0633	21.3645	76.2511
PALM3	7.3573	4.7865	7.6012	367.3835	100.9167	412.2122
PALMD	7.8325	7.4166	5.567	627.8375	630.8104	244.6496
PAM	16.1473	7.6487	27.5559	4583.632	3519.7534	3356.1213
PAMR1	12.1733	3.0082	0.8844	1833.3333	1037.0731	69.784
PAN2	27.9981	23.7086	37.8286	1094.9821	795.0028	1289.786
PAN3	14.4978	11.9374	17.5938	873.9546	1067.8997	1310.8835
PANK1	1.5059	0.9001	5.6082	48.9845	88.2615	281.1644
PANK2	5.4927	4.3546	4.6714	473.7157	407.2361	455.6243
PANK3	12.9923	7.2618	11.1484	418.1601	645.088	360.2799
PANK4	10.0342	7.2408	7.6497	420.5496	497.4446	498.225
PANX1	4.8717	2.9689	3.6216	686.3799	320.2726	401.6635
PANX2	4.6051	6.2492	7.7269	246.1171	116.1678	169.5912
PANX3	0	0.0365	0.0247	0	0.3245	0.4057
PAOX	5.7818	5.1723	3.8521	191.1589	128.1739	170.4027
PAPD4	17.6901	10.1852	19.4551	764.0382	975.0953	1244.3453
PAPD5	3.2187	2.4925	2.2529	282.5568	496.1467	515.671
PAPD7	12.673	12.0151	13.295	1173.2378	603.8777	643.473
PAPL	0.3602	0.1437	0	7.7658	8.4368	0.8114
PAPLN	2.7331	4.7041	10.5542	67.503	641.5186	1398.5191
PAPOLA	24.1048	19.5004	22.8599	3905.6153	3638.5171	3183.2843
PAPOLB	0	0	0	0	0.649	2.4343
PAPOLG	4.0604	1.9205	6.5899	296.2963	393.932	593.1636
PAPPA	1.0842	0.0987	0.0358	464.7551	287.499	93.3158
PAPPA2	0.1186	0.1431	0.0566	8.9606	12.0062	4.0572
PAPSS1	34.3253	13.4814	11.1814	1145.7587	2730.5914	1089.7657
PAPSS2	6.1612	1.7655	5.7483	438.4707	359.8605	840.2475
PAQR3	1.1504	0.3964	1.1591	332.1386	320.2985	279.9757
PAQR4	0.709	3.0743	0.4131	35.1195	469.7104	173.3482
PAQR5	0.3271	0.2497	0.4081	93.7873	57.1104	41.7892
PAQR6	3.723	10.9374	4.646	74.6714	17.5225	68.1611
PAQR7	18.6172	9.2227	7.2699	1093.7873	602.9042	327.4166
PAQR8	12.9881	1.4531	0.7085	880.5257	562.6673	377.3202
PAQR9	0	0	0	7.1685	0.649	0
PARD3	16.6645	6.7787	5.7732	1889.4863	1273.3025	505.5279
PARD3B	2.0625	1.5798	2.0509	57.945	212.2171	70.5954
PARD6A	2.5612	4.7978	1.7255	60.9319	67.4941	99.4016
PARD6B	3.1597	1.3873	3.1066	445.0418	281.9826	305.9134
PARD6G	4.9577	2.422	5.109	695.9379	329.0338	591.5407
PARG	4.473	3.9528	5.3718	188.172	468.2404	350.1369
PARK2	1.3008	0.3153	0.2468	62.724	94.7514	55.9895
PARK7	71.5841	105.3696	95.6041	2813.6201	2999.9189	4205.7004
PARL	26.9105	25.4181	21.5577	836.9176	722.3169	837.4074
PARM1	36.6031	30.6414	160.325	1954.5998	6486.2497	6652.6017
PARN	14.0267	9.7779	17.2838	870.3704	979.6382	1251.2425
PARP1	15.7312	11.0058	11.8714	1741.3381	3234.5258	3639.7201
PARP10	16.3083	39.3483	67.6639	1081.8399	1602.9853	1798.9654
PARP11	2.5868	3.4049	3.4009	148.1481	552.9326	342.0225
PARP12	9.9412	7.3336	28.3749	595.5795	529.8937	777.3608
PARP14	11.3802	9.8342	59.1552	1220.4301	1782.1043	2616.8983
PARP15	1.8131	0.2027	0.3328	10.7527	12.9796	231.6665
PARP16	8.0075	6.4857	4.3179	133.2139	367.9727	355.4113
PARP2	9.4838	8.969	11.4281	150.5376	270.6255	406.9378
PARP3	19.9454	19.11	21.8367	608.7216	618.8043	717.7198
PARP4	25.087	6.9891	14.7199	4408.0048	2045.2665	1594.8879
PARP6	24.8393	48.5968	49.8196	657.1087	614.164	1057.308
PARP8	5.6582	3.8597	13.7136	346.4755	505.8814	1165.2297
PARP9	5.6122	8.6192	28.7252	531.6607	1286.7819	1127.165
PARS2	2.1836	2.1968	1.7898	57.3477	100.9167	76.6812
PART1	0.5799	5.5478	0.2414	15.5317	351.4237	8.9259
PARVA	17.3265	22.7174	8.5541	1589.0084	2960.0065	837.8132
PARVB	4.1808	3.9393	1.941	195.3405	298.8562	282.7873
PARVG	4.9907	1.2126	0.6768	211.4695	146.9944	1011.0559
PASD1	0	0	0	0	0	0.8114
PASK	3.2306	13.0271	7.1152	116.4875	329.3583	579.3691
PATE1	0	0	0	0	1589.6812	0
PATE2	0.0356	0.098	0	0	64.5737	1.6229
PATE3	0	0	0	0	13.6286	0
PATE4	0	0.0845	0.0429	0.5974	147.9679	0
PATL1	16.6001	9.1673	12.1265	1130.227	925.7727	1062.9881
PATL2	0.6773	0.5245	1.6354	12.5448	5.5163	82.3613
PATZ1	16.5229	17.2928	20.3768	463.5603	1259.6739	1426.9196
PAWR	6.4706	4.7262	9.0379	241.3381	472.7833	252.3583
PAX1	0	0	0.1748	0	0	22.7204
PAX2	0	1.0467	0	0	94.4269	0.8114
PAX3	0.0699	0.3549	0	2.3895	0	0
PAX4	0	0	0	0	0	0
PAX5	0.1817	0.0236	0.0048	0	8.1123	249.5182
PAX6	0	0	0	33.4528	55.8124	34.4863
PAX7	0.0093	0	0	0	1.6225	0.4057
PAX8	0.3512	0.4405	733.6644	31.0633	168.0863	22121.1076
PAX9	0.6904	0.9274	0.2945	28.6738	235.2559	12.1716
PAXIP1	3.7217	2.6005	2.7463	280.1912	395.6356	342.696
PBK	0.9115	0.1688	0.038	1.7921	19.145	46.6579
PBLD	2.2396	1.5556	1.3252	124.2533	164.5169	105.0817
PBOV1	0.0236	0.1949	0	0	0.649	0
PBRM1	10.6405	6.2585	12.0253	1501.1947	1999.5133	1272.34
PBX1	17.3989	6.6665	7.9655	2446.2366	5326.8435	2300.8419
PBX2	43.5334	36.4628	66.784	1314.8148	1543.279	1596.9165
PBX3	8.6738	12.2143	66.5218	222.2222	1088.3427	1075.1598
PBX4	3.9562	5.6784	13.1653	148.1481	13.6286	320.1136
PBXIP1	52.6887	29.4279	81.1054	4551.9713	4586.6796	8891.774
PC	2.8923	10.2327	4.9909	155.3166	509.7753	286.8445
PCA3	0.0225	0.9316	0	0	392.9585	0.4057
PCBD1	44.4903	37.4027	31.5895	1402.0311	974.7708	1329.1409
PCBD2	4.0747	2.3722	4.3317	169.0562	293.6286	397.1194
PCBP1	159.2301	111.2357	141.0093	8942.6523	5878.1536	7653.1088
PCBP2	87.0067	39.9809	71.7567	8667.5627	7335.488	11918.5921
PCBP3	0.3872	0.26	0.0278	10.7527	23.3633	27.1833
PCBP4	15.2286	57.745	28.5716	637.3955	591.2225	489.2991
PCCA	13.2232	7.5611	9.7267	552.1983	675.3922	400.4382
PCCB	9.1919	6.9699	12.9977	666.7085	908.1626	1053.0723
PCDH1	9.1268	7.5638	7.779	1659.4982	1654.9039	402.4749
PCDH10	0.6532	0.3594	0.0537	50.7766	1368.3784	3.6515
PCDH11X	0.048	0.0035	0	35.2449	24.0123	10.5487
PCDH11Y	0.0908	0.019	0	8.3632	5.1919	0.4057
PCDH12	1.6571	2.7769	5.3483	75.2688	225.1967	271.4271
PCDH15	0.004	0.0139	0	0.5974	0.649	3.2458
PCDH17	0.4646	0.1773	2.3035	85.4241	271.5989	131.0478
PCDH18	3.9172	0.8394	0.4657	178.0167	1192.8287	171.2141
PCDH19	0.4166	0.0416	0.0802	119.4743	43.8063	9.7373
PCDH20	2.1381	0.4375	0.0117	22.7001	161.5965	2.4343
PCDH7	8.3349	2.3582	1.5761	1046.595	2754.6037	282.7873
PCDH8	0.0589	0.3905	0.2932	0	366.9993	23.1261
PCDH9	0.397	0.4089	0.0179	55.5556	138.2331	34.0805
PCDHA1	0	0	0.032	0	9.6633	1.4363
PCDHA10	0.1578	0.0084	1.4254	30.5795	61.2152	83.8341
PCDHA11	0.0493	0.017	0.2498	0	10.3188	42.5966
PCDHA12	0.1244	0	0.3828	17.1386	6.347	57.3689
PCDHA13	0.072	0	0	1.4815	2.2714	13.4862
PCDHA2	0.0926	0.1149	0.2136	0.5974	5.1919	1.2172
PCDHA3	0.1904	0.0656	0.1165	19.3369	77.9849	16.667
PCDHA4	0.8094	0.0162	0.0164	39.0084	93.038	9.1733
PCDHA5	0.0682	0.0157	0	4.8566	4.2184	1.7446
PCDHA6	0.0235	0.0162	0.0493	6.3799	10.069	9.4046
PCDHA7	0.0497	0.0171	0.0869	0	4.5656	6.9459
PCDHA8	0	0	0.1348	0	2.0508	2.84
PCDHA9	0	0	0.0676	0	0.3245	2.5236
PCDHAC1	0.0573	0	0.187	4.5221	1.6225	32.4252
PCDHAC2	0.3709	0	0.4455	9.9164	24.2557	41.704
PCDHB1	0.0116	0.032	0	0	2.2714	0
PCDHB10	0.4948	0.31	0.7359	43.6081	77.2288	27.589
PCDHB11	0.4286	0.0591	0.8091	41.816	80.7982	27.1833
PCDHB12	0.696	0.1125	0.6127	26.2843	57.7594	31.6462
PCDHB13	1.2424	0.233	1.1876	57.945	90.2085	37.732
PCDHB14	2.3941	0.9636	2.4122	79.4504	147.6434	53.5551
PCDHB15	1.0769	0.7039	6.5897	75.8662	110.6514	50.7151
PCDHB16	0.569	0.156	1.0694	84.2294	94.4269	83.5785
PCDHB17	0.1442	0.0663	0.0807	3.5842	5.8408	2.4343
PCDHB18	0.391	0.0898	0.2278	13.7395	24.6613	14.2002
PCDHB19P	0.0753	0.0346	0.2018	2.3895	8.1123	2.4343
PCDHB2	1.3241	0.4748	0.1279	42.4134	81.7717	44.2236
PCDHB3	0.4456	0.1855	0.1622	13.1422	74.9574	26.3718
PCDHB4	2.5216	0.6278	1.0862	114.6953	194.6946	48.6865
PCDHB5	0.6897	1.2512	4.1127	48.3871	166.7884	160.6654
PCDHB6	0.5917	0.2039	0.349	12.5448	29.2042	16.6345
PCDHB7	0.4123	0.2404	0.7594	59.7372	82.4207	41.7892
PCDHB8	0.1195	0.0524	0.1595	19.7133	38.9389	8.1144
PCDHB9	0.1537	0.1059	0.249	13.1422	47.3757	19.4746
PCDHGA1	0.0715	0.0985	0.1916	2.9869	17.516	7.303
PCDHGA10	0.4957	0.3083	0.1606	60.5675	118.0206	40.71
PCDHGA11	0.2628	0.3622	0.4342	10.8901	31.8942	30.6116
PCDHGA12	0.2525	0.269	0.4735	22.7001	74.4544	108.9238
PCDHGA2	0.6561	0	0.2803	16.7264	84.0789	68.8914
PCDHGA3	0.3888	0.1675	0.5267	17.9032	64.1811	39.8742
PCDHGA4	0.4866	0.0335	0.5529	11.9474	86.4736	15.4174
PCDHGA5	0.6691	0.1928	0.2722	28.0765	104.7781	27.6255
PCDHGA6	1.13	0.4689	0.7476	12.5448	99.914	59.1297
PCDHGA7	1.0571	0.3433	0.2548	16.7264	59.437	70.709
PCDHGA8	0.0729	0.1424	0.034	9.9522	10.0592	12.9831
PCDHGA9	0.5346	0.2763	1.4187	39.4265	157.2451	96.6224
PCDHGB1	0.1712	0.0169	0.1624	22.7001	59.8881	23.5318
PCDHGB2	0.5961	0.0755	0.4168	26.2843	93.6286	26.7776
PCDHGB3	0.4049	0.0638	0.6309	2.3895	25.9593	15.1415
PCDHGB4	0.5161	0.3218	0.567	33.4528	95.7378	69.8002
PCDHGB6	1.3277	0.5205	2.4441	31.6607	178.5349	182.7569
PCDHGB7	1.8294	0.8573	2.6177	116.5114	437.1899	217.7706
PCDHGB8P	0.0747	0.223	0.1218	0	1.298	4.8686
PCDHGC3	9.903	1.8504	3.2667	2474.4504	2916.1223	1301.1502
PCDHGC4	0.1447	0.0665	0.1518	1.7921	4.2184	4.4629
PCDHGC5	0.1437	0.1815	0.1842	3.5842	14.2127	2.4343
PCDP1	0	0.0225	0.5201	0	12.0062	66.5382
PCF11	16.2644	8.1134	10.9625	1706.0932	1541.0075	2036.7177
PCGEM1	0	0.4268	0	0	87.6126	0
PCGF1	6.0462	5.873	6.8787	101.5532	128.4984	215.4377
PCGF2	22.2154	24.4004	22.7409	521.4636	889.5822	791.6381
PCGF3	16.7208	34.1772	13.6973	1981.4815	945.2422	1260.1684
PCGF5	7.7925	4.9342	5.913	1427.718	2167.9241	1761.2334
PCGF6	4.3029	2.9925	3.5204	90.8005	137.5842	127.3963
PCID2	10.7385	14.6836	11.6462	544.8029	700.576	783.0409
PCIF1	21.5492	20.7931	28.0884	655.914	1102.9448	1705.6497
PCK1	0.1486	0.0659	0.0742	0.5974	4.8674	3.2458
PCK2	9.912	4.8825	12.2343	670.2509	511.7222	954.6607
PCLO	1.1353	1.5919	1.4908	90.8005	652.5513	296.1761
PCM1	20.2319	13.0972	20.5564	2498.2079	4140.1801	3110.2546
PCMT1	18.0049	16.5944	24.6516	870.3704	1181.1471	1255.2997
PCMTD1	10.0303	3.4048	5.2159	1085.4241	2147.4811	2928.8975
PCMTD2	22.891	18.7398	17.4422	756.8698	1646.7916	1381.8846
PCNA	31.1753	18.1045	24.1475	525.687	884.8868	1357.1356
PCNAP1	0	0	0	0	0	0
PCNP	51.4093	43.0844	46.691	2749.1039	2824.0448	2890.354
PCNT	6.1298	5.3091	4.7323	884.7073	886.8338	706.7654
PCNX	5.4966	2.9126	5.1717	1178.6141	1887.2394	1394.4619
PCNXL2	3.234	2.5742	3.1059	301.6726	358.887	533.9284
PCNXL3	11.4527	14.6676	14.8767	1903.8232	1303.8047	1188.7615
PCOLCE	16.1737	10.758	13.7162	1198.3094	1770.6985	742.838
PCOLCE2	0.391	0.3099	0.041	626.0454	531.1917	92.0986
PCP2	4.6067	8.241	2.8781	1.1947	11.3572	11.7659
PCP4	0.8522	10.5714	93.408	46.595	696.6821	1439.0912
PCP4L1	46.7448	5.8586	0.2024	1896.6547	333.5767	10.5487
PCSK1	0.2497	0.0382	0.163	14.3369	33.7471	1.6229
PCSK1N	1.5467	16.5602	1.7515	7.1685	58.4084	25.9661
PCSK2	2.0182	0.6596	292.0735	229.3907	72.686	78.3041
PCSK4	2.2245	2.8359	1.9891	14.9343	26.2838	108.7331
PCSK5	1.2356	0.4825	1.5106	151.135	177.1721	81.5499
PCSK6	1.2578	1.4134	0.1401	139.7849	195.9925	98.1844
PCSK7	9.4534	7.7321	10.171	650.7587	614.3425	862.8908
PCSK9	0.057	0.346	0.016	7.1685	8.7613	1.2172
PCTP	6.8926	4.2115	4.5779	277.7778	407.2361	215.032
PCYOX1	23.3865	7.441	25.8149	1642.1744	4132.7168	2799.4726
PCYOX1L	5.0998	9.5185	2.2446	172.6404	265.7581	289.2788
PCYT1A	5.2549	2.6156	4.6604	311.828	398.7994	265.747
PCYT1B	0.1696	0.1826	0.0037	11.3501	46.7267	0.4057
PCYT2	16.2143	22.9891	8.5295	381.1231	566.5612	533.5227
PDAP1	29.2921	35.187	30.0597	1612.3059	1619.5344	2148.2909
PDC	0.022	0.091	0.0154	0.5974	0.649	0.8114
PDCD1	1.2957	0.24	0.2338	94.9821	19.7939	750.9889
PDCD10	12.2749	7.8273	9.2601	587.2162	522.1059	637.7929
PDCD11	7.7261	9.7655	5.2403	1343.4886	990.3464	783.4466
PDCD1LG2	0.4385	0	0.7494	18.5185	63.6002	118.0647
PDCD2	8.7511	7.2791	8.6612	783.7515	561.3694	710.4169
