GENE	GTEx_bladder	GTEx_prostate	GTEx_thyroid
23627	RP11-566H8.3	0	0	0
23628	RP11-566H8.2	0	0	0
23629	RP11-566H8.1	0	0	0
23630	RNA5SP261	0	0	0
23631	NRG1	1.4652	0.5481	0.9367
23632	NRG1-IT1	0	0	0
23633	NRG1-IT2	0	0	0
23634	RNA5SP262	0	0	0
23635	RNA5SP263	0	0	0
23636	NRG1-IT3	0	0	0
23637	RP11-1002K11.1	4.2695	1.6372	2.6708
23638	RNU6-663P	0	0	0
23639	RP11-11N9.4	1.54	0.1061	0.0538
23640	MTND1P6	0.0623	0	0
23641	MTND2P32	0	0	0
23642	RANP9	0	0	0
23643	AC104037.1	0	0	0
23644	RP11-451O18.1	0	0	0
23645	RNU6-528P	0	0	0
23646	RP11-722E23.2	2.6215	3.7551	3.5937
23647	FUT10	2.4248	1.1486	1.8057
23648	RP11-359B20.1	0	0.2344	0
23649	MAK16	2.5347	1.4848	1.8784
23650	TTI2	4.2338	2.9269	3.5557
23651	SNORD13	0	0	0
23652	RP11-359B20.5	0	0	0
23653	SNORA70	0	0	0
23654	RP11-10D7.5	0	0	0
23655	RNF122	4.3675	1.7604	1.2346
23656	RN7SL621P	0	0	0
23657	DUSP26	0.6478	0.6449	0.0503
23658	RP11-317N12.1	0	0	0
23659	RP11-10D7.2	0	0	0
23660	RN7SL457P	0	0	0
23661	VENTXP5	0	0	0
23662	RP1-273G13.1	0	0	0
23663	RP1-273G13.2	0	0	0.0646
23664	RP1-273G13.3	0	0	0
23665	RP11-431M3.1	0	0	0
23666	RP1-84O15.2	0	0	0
23667	RP11-431M3.2	0	0	0
23668	RP1-84O15.1	0	0	0
23669	RP11-258J10.1	0	0	0
23670	RP11-734J24.1	2.7283	3.3332	3.7282
23671	AC098612.1	0	0	0
23672	UNC5D	0	2.1806	0.1567
23673	LSM12P1	14.2258	11.4266	10.5761
23674	RP11-473J6.1	0	0	0
23675	RP11-89M20.2	0	0	0
23676	RP11-89M20.1	0	0	0
23677	RN7SKP201	0	0	0
23678	RP11-593P24.2	0	0	0
23679	MTND6P19	0	0	0
23680	RP11-593P24.3	0	0	0
23681	RP11-139F9.1	0	0	0
23682	RNU6-533P	0	0	0
23683	RP11-593P24.4	0	0	0
23684	RP11-962G15.1	0	0	0
23685	RP1-155O2.1	0	0	0
23686	RNA5SP264	0	0	0
23687	KCNU1	0	0.1534	0
23688	RP11-158D1.1	0	0	0
23689	AC090453.1	0	0	0
23690	RP11-419C23.1	0	0	0
23691	SMARCE1P4	0	0	0
23692	RP11-527N22.1	0.0826	0.0569	0.1155
23693	RP11-527N22.2	0.1019	0.1054	0.0356
23694	RP11-150O12.1	0.1548	0.3334	0
23695	RP11-150O12.2	0	0	0
23696	RP11-150O12.6	0.3465	1.6318	0
23697	RP11-150O12.5	0	0	0
23698	RP11-150O12.3	0.1486	0.5375	0
23699	RP11-150O12.4	0	0	0
23700	RP11-346L1.2	0	0	0
23701	RNU6-607P	0	0	0
23702	ZNF703	18.251	32.0095	4.7311
23703	RP11-863K10.2	0	0	0
23704	RP11-863K10.7	0	0	0
23705	ERLIN2	11.5341	8.3071	8.3369
23706	RP11-863K10.4	1.1006	1.0316	1.1696
23707	PROSC	14.699	13.7787	13.1896
23708	GPR124	11.1016	3.635	4.6633
23709	BRF2	6.0065	3.4662	2.7827
23710	RAB11FIP1	14.0663	7.1881	4.3379
23711	RN7SL709P	0	0	0
23712	GOT1L1	0.0373	0	0
23713	AC144573.1	0	0	0
23714	ADRB3	1.7414	0.0276	0.014
23715	KB-1836B5.3	0	0	0
23716	EIF4EBP1	17.1834	8.5318	2.9938
23717	KB-1836B5.1	0.1293	0	0
23718	KB-1836B5.4	0.5111	0.6605	0.402
23719	ASH2L	11.9234	8.0204	8.3307
23720	RP11-90P5.4	0	0	0
23721	RP11-90P5.5	0	0.0327	0
23722	STAR	0.1629	1.4911	0
23723	RP11-90P5.2	16.823	18.4204	16.598
23724	LSM1	23.3347	23.3368	22.186
23725	RP11-90P5.7	0	0.9485	0
23726	BAG4	4.8224	4.1834	5.4738
23727	RP11-90P5.1	0	0.0257	0
23728	DDHD2	10.4567	6.7445	9.283
23729	PPAPDC1B	13.0791	43.1933	18.4413
23730	RP11-513D5.5	0.3452	0.3965	1.287
23731	WHSC1L1	11.0334	5.2257	6.5773
23732	RP11-513D5.2	3.6647	0.8886	1.0438
23733	RP11-350N15.5	0.2951	0.9428	0.3188
23734	LETM2	0.3406	0.431	0.2928
23735	RP11-350N15.3	0.0781	0.2692	0
23736	RP11-350N15.6	0.8052	1.4019	0.5037
23737	FGFR1	14.5191	9.2987	7.7998
23738	RP11-350N15.4	1.6547	5.3597	2.2751
23739	RPS20P22	0.1341	0.2156	0.1875
23740	C8orf86	0	0	0
23741	RP11-675F6.3	0	0.2678	0
23742	RP11-675F6.4	0	0.1134	0
23743	RNF5P1	0.8727	4.6987	0.8771
23744	RP11-495O10.1	0	0	0
23745	TACC1	20.4757	11.233	16.935
23746	Y_RNA	0.526	0.5437	0
23747	RP11-723D22.2	0	0	0
23748	RP11-723D22.3	0.3805	0.0525	0.7449
23749	PLEKHA2	13.683	3.5375	8.4452
23750	CTD-2544N14.3	15.7236	3.5288	8.6802
23751	HTRA4	0.1125	0.0484	0.0983
23752	TM2D2	9.6788	8.2375	12.0817
23753	ADAM9	21.1246	7.8803	12.1329
23754	SNORD38	0	0	0
23755	ADAM32	0.1482	0.1085	0.2137
23756	RPL3P10	0	0	0
23757	RP11-1113C11.2	0	0	0
23758	ADAM5	0	0	0
23759	ADAM3A	0	0	0
23760	RP11-122L4.1	0	0	0
23761	AC123767.1	0	0	0
23762	CTD-2024D23.1	0	0	0
23763	ADAM18	0	0	0
23764	ADAM2	0	0.0629	0
23765	AC136365.1	0	0	0
23766	KB-1582A10.1	0	0	0
23767	KB-1582A10.2	0	0	0
23768	IDO1	0.4979	0.0915	0.3868
23769	RP11-44K6.3	0	0	0.2461
23770	RP11-44K6.2	0	0	0
23771	RP11-44K6.4	0.3408	0	0.1361
23772	IDO2	0.0265	0	1.3391
23773	RP11-44K6.5	0	0.1287	0.0653
23774	RP11-359E19.1	0	0	0
23775	RP11-359E19.2	0	0	0
23776	C8orf4	65.3341	162.9866	11.6159
23777	RP11-470M17.2	0	0.0765	0
23778	CTA-392C11.1	0	0	0
23779	CTA-392C11.2	0	0	0
23780	RP11-301G7.1	0	0	0.3813
23781	ZMAT4	0.038	0.2748	3.8568
23782	RP11-465K16.1	0	0	0.2501
23783	RNU6-356P	0	0	0
23784	SFRP1	2.1547	4.4719	0.1039
23785	MIR548AO	0	0	0
23786	RPS29P2	0	0	0
23787	CTD-3080F16.3	0	0	0
23788	RNU6-895P	0	0	0
23789	SNORD65	0	0	0
23790	RP11-15G16.1	0	0	0
23791	GOLGA7	18.5043	14.6734	13.6038
23792	KRT18P37	0	0.1583	0.1285
23793	GINS4	0.4691	0.2787	0.2111
23794	RP11-360L9.4	0.2108	0.1089	0.221
23795	RP11-360L9.7	0.8422	0.5634	0.5196
23796	AGPAT6	14.0433	15.4535	17.1041
23797	RP11-360L9.8	27.312	38.8708	33.3311
23798	NKX6-3	0.0191	0	0
23799	ANK1	0.1063	0.0586	0.017
23800	MIR486	0	0	0
23801	RP11-930P14.1	0.0214	0.0148	0
23802	Y_RNA	0	0	0
23803	RP11-930P14.2	0.2662	0.172	0.0465
23804	RN7SL149P	0	0	0
23805	KAT6A	7.9532	5.1753	6.2246
23806	AC090571.1	0	0	0
23807	SNORD112	0	0	0
23808	RP11-589C21.1	0	0	0
23809	RP11-589C21.2	0	0	0
23810	RP11-589C21.6	0.1009	0.4171	0.141
23811	RP11-589C21.5	0	0.1228	0
23812	AP3M2	7.1753	4.2635	5.0937
23813	PLAT	126.5155	15.845	8.7179
23814	snoU13	0	0	0
23815	RP11-231D20.2	0.4346	0.2074	0
23816	IKBKB	35.104	28.0469	18.7836
23817	POLB	9.0569	9.6587	4.3071
23818	RPL5P23	0.3393	0.5145	0
23819	DKK4	1.0213	0.0454	0
23820	VDAC3	38.1713	27.2523	50.7268
23821	SLC20A2	20.7549	6.1255	32.2901
23822	RP11-1007J8.1	0.2104	0	0.7845
23823	RP11-503E24.2	1.7472	0.9748	3.083
23824	SMIM19	9.0526	6.2956	14.6167
23825	RP11-503E24.3	0.0729	0.1005	0
23826	CHRNB3	0	0	0
23827	RP11-412B14.1	0	0	0
23828	RP11-412B14.2	0	0	0
23829	CHRNA6	0	0	0.0164
23830	THAP1	2.3209	2.9022	4.0732
23831	RNF170	6.7784	5.161	12.68
23832	RN7SL806P	0.1983	0.1367	0.2773
23833	MIR4469	0	0	0.782
23834	HOOK3	3.5011	2.8429	18.6288
23835	Y_RNA	0	0	0
23836	FNTA	17.8663	24.2746	17.2037
23837	RNU1-124P	0	0.14	0
23838	SGK196	0.9303	0.5325	0.6063
23839	RP11-598P20.3	3.1427	0.5037	2.095
23840	HGSNAT	25.9079	20.4762	20.829
23841	VN1R46P	0	0	0
23842	RP11-726G23.2	0	0	0
23843	RP11-726G23.11	0	0	0
23844	RP11-359P18.2	0	0	0
23845	RP11-726G23.3	0	0	0
23846	AFG3L2P1	0	0	0
23847	RP11-726G23.7	0	0	0
23848	RP11-726G23.10	0	0	0
23849	RP11-726G23.8	0	0	0
23850	POTEA	0	0	0
23851	RNU6-104P	0	0	0
23852	RP11-726G23.12	0	0	0
23853	AC022616.1	0	0	0
23854	RP11-726G23.6	0	0	0
23855	U3	0	0	0
23856	RN7SKP41	0	0	0
23857	RP11-359P18.1	0	0	0
23858	RP11-359P18.7	0	0	0
23859	RP11-359P18.8	0	0	0
23860	SNX18P27	0	0	0
23861	RP11-359P18.5	0	0	0
23862	CYP4F44P	0	0	0
23863	RP11-359P18.6	0	0	0
23864	AC134698.1	0	0	0
23865	RP11-643N23.2	0	0	0
23866	RP11-643N23.1	0	0	0
23867	AC113134.1	0	0	0
23868	HSPA8P13	0	0	0
23869	ASNSP1	0	0	0
23870	RP11-790L1.3	0	0	0
23871	ASNSP4	0	0	0
23872	RP11-101E19.8	0	0	0
23873	TRIM60P15	0	0	0
23874	LINC00293	0.0154	0	0
23875	MTND1P7	0	0	0
23876	RNU6-656P	0	0	0
23877	RP11-101E19.4	0	0	0
23878	MTND6P20	0	0	0
23879	RP11-101E19.7	0	0	0
23880	RP11-350F16.1	0	0	0
23881	RP11-350F16.2	0	0	0
23882	MAPK6PS4	0	0	0
23883	RN7SKP32	0	0	0
23884	AC026241.1	0	0	0
23885	RP11-1134I14.2	0.04	0	0
23886	RNU6-819P	0	0	0
23887	RPL10AP2	0.7206	0.0621	0.3463
23888	NDUFA5P12	0	0	0
23889	RP11-1134I14.4	0.2301	0.3172	0.4826
23890	RP11-1134I14.8	0.1892	0.5786	0.8101
23891	ATP6V1G1P2	0	0	0.0595
23892	RP11-1134I14.6	0	0	0
23893	IGLV8OR8-1	0	0	0
23894	SPIDR	15.832	11.4481	12.9637
23895	RP11-697N18.3	0.5316	0.2565	0.5204
23896	RP11-697N18.4	0.235	0.4319	0.2191
23897	RP11-697N18.1	0	0	0
23898	RP11-697N18.2	0	0	0.0445
23899	RNU6-665P	0	0	0
23900	CEBPD	136.1372	102.984	59.1093
23901	PRKDC	11.2844	6.2216	9.4762
23902	Y_RNA	0	0	0
23903	AC103686.1	0	0	0
23904	MCM4	7.8823	3.1902	2.5128
23905	RNU6-519P	0	0	0
23906	UBE2V2	5.6786	5.061	5.5243
23907	RP11-769N21.2	0	0	0
23908	CTD-2210A23.1	0	0	0
23909	RNU6-295P	0	0	0
23910	RPL29P19	2.113	3.6626	0.1343
23911	RP11-567J20.3	0	0	0
23912	RP11-770E5.1	0.1242	0.0513	0.026
23913	RP11-567J20.2	0.347	0	0.1078
23914	AC026904.1	0.0498	0.0114	0.0232
23915	RP11-567J20.1	0	0	0
23916	RP11-770E5.3	0	0	0
23917	RP11-770E5.2	0	0	0
23918	EFCAB1	0.6208	0.6436	0.0074
23919	RP11-22C8.1	0	0	0
23920	SNAI2	46.4387	12.0973	3.0229
23921	C8orf22	0	0.0394	0
23922	RP11-10H3.1	0.0319	0	0
23923	RN7SKP294	0	0	0
23924	RFPL4AP7	0	0	0
23925	RP11-738G5.1	0	0	0
23926	RP11-738G5.2	0	0	0
23927	PSAT1P1	0	0	0
23928	RP11-109P6.2	0	0	0
23929	RP11-401N18.1	0	0	0
23930	SNTG1	0.0232	0	0
23931	RP11-759A9.1	0	0	0
23932	RP11-759A9.2	0	0	0
23933	RP11-713C9.1	0	0	0
23934	RP11-139G7.1	0	0	0
23935	SNORA7	0	0	0
23936	RP11-401H2.1	0	0.1956	0.0794
23937	PXDNL	0.0368	0.2788	0.2528
23938	RP11-119N19.1	0	0	0
23939	RP11-11C20.1	0.0595	0	0
23940	RP11-11C20.3	0.0515	0.3549	0.036
23941	PCMTD1	10.0303	3.4048	5.2159
23942	RP11-110G21.2	0	0.0717	0
23943	RP11-110G21.1	1.0749	1.7385	0.6112
23944	RP11-546K22.3	0.0724	0.6484	0.3036
23945	RP11-546K22.1	0.0877	0.0604	0
23946	RP11-546K22.2	0	0	0
23947	ST18	0.0602	0.0224	0.0032
23948	RP11-26M5.3	0	0	0
23949	RP11-26M5.2	0	0	0
23950	RP11-1023P17.2	0	0.2405	0
23951	RPL34P17	0	0	0
23952	FAM150A	2.6864	0.1668	0.5922
23953	RB1CC1	11.2213	7.2503	7.4009
23954	CTD-3214K23.1	0.1232	0.9342	1.2924
23955	NPBWR1	0.7563	0.1586	0
23956	RP11-182E14.1	0	0	0
23957	AC009800.1	0	0	0
23958	AC016113.1	0	0	0
23959	RP11-162D9.1	0	0	0
23960	RP11-162D9.3	0	0	0
23961	OPRK1	0.0103	3.8295	0.0072
23962	RP11-1081M5.2	0.0136	0.1121	0
23963	RP11-1081M5.1	0.4958	5.1601	0
23964	RP11-400K9.4	5.7637	7.6414	0
23965	RP11-400K9.1	0	0	0
23966	RP11-400K9.2	0	0.0565	0
23967	RP11-463C14.1	0	0	0
23968	ATP6V1H	17.6347	17.7043	22.044
23969	RGS20	0.0369	0.0954	0.2
23970	RP11-1070A24.2	0	0	0
23971	RP11-1070A24.1	0	0	0.0869
23972	RNU6-1331P	0	0	0.1943
23973	TCEA1	15.0185	12.389	13.5434
23974	RP11-30L15.4	0.7723	0.1228	0.6313
23975	RP11-30L15.6	0.2678	0.0461	0.5148
23976	LYPLA1	26.56	16.4845	7.7636
23977	TDGF1P5	0.065	0.2689	0
23978	MRPL15	25.4966	13.9414	19.6582
23979	RNU6ATAC32P	0	0	0
23980	RP11-626A5.2	0	0	0
23981	RP11-767C6.1	0	0	0
23982	RNU105C	0	0	0
23983	RN7SL250P	0	0	0
23984	SOX17	2.0122	2.4441	5.4161
23985	RP11-53M11.4	0	0	0
23986	RP11-53M11.2	0.1097	0.1512	0
23987	RP11-53M11.3	0	0	0
23988	RP1	0.0083	0	0
23989	RP11-56A10.1	0.029	0	0
23990	RP11-550I15.1	0	0	0
23991	XKR4	0.185	0.0102	0
23992	RP11-386G21.1	0	0	0
23993	RP11-386G21.2	0	0	0
23994	SBF1P1	0.0105	0	0
23995	RP11-628E19.2	0	0	0
23996	RP11-628E19.3	0.1362	0.2112	0
23997	RP11-628E19.4	0.3523	0.4386	0
23998	AC100817.1	0	0	0
23999	TMEM68	5.9265	2.7466	3.1653
24000	RNA5SP265	0	0	0
24001	TGS1	9.9219	6.3631	6.2431
24002	LYN	8.3038	3.9964	9.4293
24003	RP11-318K15.2	0	0	0
24004	SNORA1	0	0	0
24005	AC018607.1	0	0	0
24006	RN7SL798P	0.199	0	0
24007	RP11-446E9.2	0.1727	0.1191	0.151
24008	RN7SL323P	0	0	0
24009	RP11-446E9.1	2.316	1.3359	2.816
24010	RPS20	270.7589	316.2271	145.7808
24011	SNORD54	0	0	0
24012	CTA-397H3.3	0.0529	0.0729	0
24013	NPM1P21	0	0	0
24014	MOS	0	0	0
24015	SNORA3	0	0	0
24016	PLAG1	4.4967	1.277	4.1195
24017	CHCHD7	13.5252	9.0281	10.8163
24018	RP11-140I16.3	1.0303	2.0048	2.0338
24019	RP11-140I16.2	0	0	0
24020	SDR16C5	0.8174	0.0371	0.0251
24021	SDR16C6P	0	0	0
24022	PENK	0.0193	3.3698	0.0942
24023	RP11-17A4.2	0	0.3495	0.0067
24024	SEPT10P1	0.2028	0	0
24025	LINC00968	0	0.0715	0.0435
24026	RP11-17A4.3	0	0	0
24027	RP11-17A4.1	0	0.3022	0
24028	RP11-17A4.4	0	0	0
24029	RP11-33E15.1	0	0	0
24030	RNU6-13P	0	0	0
24031	AC032027.1	0	0	0.2709
24032	IMPAD1	11.2244	10.0263	12.5601
24033	RNA5SP266	0	0	0
24034	RP11-513O17.2	0.3422	0.0626	0
24035	AC025674.1	0	0	0
24036	RP11-513O17.1	0.2727	0.0626	0
24037	RP11-513O17.3	0	0.082	0
24038	LINC00588	0	0	0
24039	RNU6-596P	0	0	0
24040	RP11-756K15.2	0	0	0
24041	RPL30P10	0	0	0
24042	RP11-246K15.1	0	0.7843	0
24043	RNU7-174P	0	0	0
24044	RP11-388G22.1	0	0	0
24045	CTD-2339F6.1	0.0239	0	0
24046	RP11-44D19.1	0	0	0
24047	RP11-1112C15.1	0	0	0
24048	FAM110B	2.0304	1.4705	2.0316
24049	RP11-1112C15.2	0	0	0
24050	RP11-648L3.2	0	0	0
24051	RP11-648L3.1	0	0	0
24052	RP11-716D16.1	0	0	0
24053	UBXN2B	6.6065	5.31	6.9225
24054	RP11-114M5.1	0.1656	0.0685	0.1389
24055	CYP7A1	0.0599	0.0275	0.014
24056	RP11-114M5.3	0	0	0
24057	SDCBP	41.0862	14.654	24.0789
24058	NSMAF	10.958	9.2262	11.0166
24059	AC068522.4	0.5122	0.8825	0.2387
24060	snoU13	0	0	0
24061	TOX	1.4331	0.3047	0.1246
24062	RNU4-50P	0	0	0
24063	RP11-328K2.1	0	0.0368	0
24064	RP11-25K19.1	0.3718	0.2096	0
24065	SNORA51	0	0	0
24066	RNA5SP267	0	0	0
24067	RP11-379I19.2	0	0	0
24068	RP11-379I19.1	0	0	0
24069	RP11-379I19.3	0	0	0
24070	RP11-960H2.2	0	0	0
24071	RP11-960H2.1	0	0	0
24072	RP11-27P7.1	0	0	0
24073	SLC2A13P1	0	0	0
24074	CA8	0.8539	0.1167	0.0412
24075	RP11-163N6.2	0.0399	0.0458	0.0093
24076	PDCL3P1	0	0	0
24077	AC022555.1	0	0	0
24078	RNU6-1202P	0	0	0
24079	RAB2A	23.451	26.1186	26.9655
24080	RP11-91I20.4	0	0	0.1195
24081	RP11-91I20.3	0	1.5387	0
24082	RP11-91I20.2	0.0685	0.4249	0
24083	RP11-91I20.1	0	0	0
24084	CHD7	2.9342	2.2083	3.1454
24085	RP11-33I11.2	0	0.1349	0
24086	RP11-33I11.3	0.0748	1.1334	0
24087	AC022182.1	0	0.229	0
24088	AC022182.2	0.0816	0.0375	0
24089	AC022182.3	0	0	0
24090	CLVS1	0.0175	0	0.0428
24091	NPM1P6	0.541	0.1398	0.2128
24092	RP11-787D18.2	0	0	0
24093	RP11-787D18.1	0	0	0.0606
24094	ASPH	20	3.014	15.6648
24095	KRT8P3	3.7527	2.6002	3.4178
24096	RN7SKP97	1.4152	0	0.5565
24097	MIR4470	0	0	0
24098	RP11-280G9.1	0	0	0
24099	RP11-705O24.1	0.0187	0	0
24100	RP11-705O24.3	0	0	0
24101	RP11-705O24.2	0	0	0
24102	RP11-705O24.4	0	0	0
24103	CTD-2571E19.1	0	0	0
24104	CTD-2571E19.3	0	0	0
24105	NKAIN3	0.0201	0.0555	0
24106	RP11-577N1.1	0	0	0
24107	RP11-577N1.2	0	0	0
24108	XRCC6P4	0	0	0
24109	RP11-442A17.2	0	0	0
24110	RP11-659E9.2	0	0	0
24111	GGH	2.8308	0.9754	0.245
24112	RP11-659E9.4	0	0	0
24113	TTPA	0.0863	0.0425	0.0603
24114	RP11-16E18.1	0	0	0
24115	YTHDF3-AS1	0.9435	4.3537	0.717
24116	YTHDF3	16.35	10.4943	13.3932
24117	RP11-16E18.3	0.2294	0.3755	1.0627
24118	RN7SL135P	0	0	0
24119	CTD-3046C4.1	0	0	0
24120	IFITM8P	0	0	0
24121	RP11-45K10.2	0	0	0
24122	RP11-573J24.1	0	0	0
24123	RN7SKP135	0	0	0
24124	RP11-32K4.1	0	0	0
24125	RP11-579E24.2	0	0	0
24126	RP11-579E24.1	0	0	0
24127	RP11-32K4.3	0	0	0
24128	LINC00966	0	0	0
24129	MIR124-2	0	0	0
24130	RP11-21C4.4	0	0	0
24131	RP11-21C4.5	0	0	0
24132	RP11-21C4.1	0.1229	0	0.0072
24133	BHLHE22	0.962	0.1085	0.0611
24134	CYP7B1	1.8457	0.8717	2.5627
24135	RP11-1D12.1	0	0	0.0536
24136	RP11-1D12.2	0	0.0231	0.0235
24137	RP11-89A16.1	0	0	0
24138	RPL31P41	0	0	0
24139	RP11-678D18.1	0	0	0
24140	CTD-3025N20.2	0	0	0
24141	CTD-3025N20.3	1.1819	2.574	1.0577
24142	Y_RNA	0.3273	0	0.6864
24143	ARMC1	7.7782	6.5696	6.3081
24144	MTFR1	4.9201	3.2566	3.1152
24145	RP11-707M3.3	2.118	3.1474	2.36
24146	PDE7A	4.6925	2.4675	6.7231
24147	CTD-2532N20.1	0	0.385	0.071
24148	DNAJC5B	0.0403	0	0
24149	AC084082.3	0.1241	0.171	0.0347
24150	TRIM55	0.0491	0	0.0343
24151	CRH	0.0765	0	0
24152	LINC00967	0.0294	0.0203	0
24153	RP11-346I3.4	0.081	0.0744	0.0283
24154	ADHFE1	14.2666	20.0198	10.9427
24155	C8orf46	1.0477	0.6376	1.3169
24156	RP11-346I3.2	0	0	0
24157	RNU6-1324P	0	0	0
24158	MYBL1	0.5613	0.3442	0.216
24159	VCPIP1	3.6765	1.7681	2.3363
24160	Y_RNA	0	0	0
24161	C8orf44	3.9247	4.8029	4.8979
24162	C8orf44-SGK3	1.0519	0	1.1031
24163	SGK3	0.0923	0.0159	0.0807
24164	PTTG3P	0	0.1667	0
24165	MCMDC2	0.394	0.4696	0.2463
24166	SNHG6	21.2347	22.0926	13.6759
24167	TCF24	0	0.0314	0
24168	PPP1R42	0	0.0297	0.6322
24169	RP11-409C19.2	0.0861	0.0198	0.4112
24170	COPS5	17.8235	12.3004	14.6218
24171	AC109335.1	0	0	0
24172	CSPP1	2.9174	1.9565	2.8598
24173	RNA5SP268	0.2375	0	0
24174	RP11-453N18.1	0	0.0172	0.0699
24175	ARFGEF1	17.6232	8.0099	12.1374
24176	RP11-7F18.2	1.3761	1.9514	1.6096
24177	RP11-7F18.1	0	0.2546	0
24178	CPA6	8.4913	5.7269	0.0169
24179	RP11-343B22.2	0	0.1225	0
24180	AC022861.1	0	0	0
24181	RP11-396J6.1	0	0.0738	0
24182	NDUFS5P6	0	0	0
24183	PREX2	2.8286	0.8905	8.4003
24184	RP11-403D15.2	0	0	0
24185	RP11-403D15.1	0	0	0.0907
24186	Y_RNA	0	0	0
24187	RPL31P40	0	0	0
24188	RP11-664D7.4	0.0791	4.3487	0.2489
24189	C8orf34	0.0686	0.4396	0.0188
24190	RPS15AP25	0	0	0
24191	RNA5SP269	0	0	0
24192	RP11-865I6.2	0	0	0
24193	RP11-600K15.1	0	0	0
24194	RNU7-102P	0	0	0
24195	GS1-44D20.1	1.6538	0.7327	0.2478
24196	RP11-21C17.1	0	0	0
24197	RP11-744J10.3	0	0	0.029
24198	RP11-744J10.2	0	0	0
24199	SULF1	1.2364	2.9979	16.4295
24200	RP11-102F4.3	0.0541	2.225	0
24201	SLCO5A1	0.0134	1.7262	0
24202	RN7SKP29	0	0	0
24203	RP11-102F4.2	0	0	0
24204	RP11-159H10.4	0	0	0
24205	RP11-159H10.3	0	1.1042	0
24206	RP11-159H10.1	0	0	0
24207	RN7SL675P	0	0	0
24208	RNA5SP270	0	0	0
24209	AC090574.1	0	0	0
24210	SDCBPP2	0	0	0
24211	RP11-449M6.2	0	0	0
24212	PRDM14	0	0	0
24213	RNU1-101P	0	0	0
24214	RP11-152C15.1	0	0.1049	0
24215	NCOA2	12.2088	7.3453	7.3334
24216	BTF3P12	0	0	0.0878
24217	Y_RNA	0	0	0
24218	RP11-333A23.1	0	0	0
24219	RP11-333A23.4	0.0356	0	0
24220	Metazoa_SRP	0	0	0
24221	RP11-333A23.2	0	0	0
24222	TRAM1	26.8186	7.7984	24.6586
24223	snoU13	0	0	0
24224	RP11-382J12.1	0.0254	0.0965	0.1334
24225	LACTB2	6.1651	6.3662	6.1861
24226	RN7SL19P	0	0	0
24227	XKR9	0.3394	0.2807	0.3375
24228	Y_RNA	0	0	0
24229	RP11-326E22.1	0.7537	0.1454	0.1686
24230	EYA1	1.9436	0.9648	1.337
24231	RP11-1102P16.1	0.0988	0.0194	0
24232	TRAPPC2P2	0	0	0
24233	AC099805.1	0	0	0
24234	RP11-1144P22.1	0	0	0
24235	RP11-281N10.1	0	0	0
24236	U8	0	0	0
24237	RP11-383H13.1	0.403	0.0252	0.0384
24238	AC104012.1	0	0	0
24239	MSC	2.8867	1.4072	0.361
24240	RPS20P20	0	0	0
24241	TRPA1	15.9194	0.0038	0
24242	RP11-142A23.1	0.2584	0.0509	0.0258
24243	RP11-656G20.1	0.029	0	0
24244	RNA5SP271	0	0	0
24245	RP11-351E7.2	0	0	0
24246	RP11-351E7.1	0	0	0
24247	KCNB2	0	0.0113	0
24248	HAUS1P3	0	0	0
24249	RP11-313C15.1	0	0	0
24250	RP11-1145L24.1	0	0	0
24251	RP11-531A24.3	0.0179	0	0
24252	TERF1	8.0321	6.9142	7.1975
24253	RNU6-285P	0	0	0
24254	RP11-531A24.7	0.2022	0.2787	0.2827
24255	RP11-531A24.5	0.5062	0.6635	0.4584
24256	SBSPON	2.1638	2.1813	1.5551
24257	RP11-956J14.1	0.0614	0.0423	0.2574
24258	RP11-956J14.2	0	0	0
24259	RP11-434I12.5	0	0.0594	0
24260	RPL7	70.0705	62.1507	32.0344
24261	RDH10	11.6867	4.8666	4.7197
24262	RP11-434I12.2	0.6122	0.4806	0.2871
24263	RP11-434I12.3	0.0754	0	0
24264	RP11-434I12.4	0	0	0
24265	STAU2-AS1	0.2456	0.0356	0.0271
24266	STAU2	4.4606	2.1557	3.5941
24267	RP11-181D18.4	0	0	0.1087
24268	RP11-116B19.2	0	0	0
24269	VENTXP6	0	0	0
24270	RP11-463D19.1	0.0417	0	0
24271	UBE2W	3.4554	3.5246	3.9365
24272	RP11-99A14.1	0.0732	0	0
24273	Metazoa_SRP	0	0	0.1537
24274	GYG1P1	0	0	0
24275	TCEB1	4.8651	3.789	5.4213
24276	TMEM70	5.0304	5.3187	3.7426
24277	Y_RNA	0	0	0
24278	RPS20P21	0.687	1.8937	1.3208
24279	RP11-367E12.4	0.1507	0.2077	0
24280	LY96	5.2405	1.5048	1.764
24281	RNU6-1300P	0	0	0
24282	RP11-6I2.3	0.1596	0.055	0
24283	RPS3AP32	0	0	0
24284	RNU6-1197P	0	0	0
24285	RP11-6I2.4	0	0	0
24286	RP1-16A9.1	0	0	0
24287	JPH1	6.0946	1.3129	2.107
24288	GDAP1	3.1653	3.5688	2.5792
24289	CTD-2320G14.2	0	0	0
24290	Y_RNA	0	0	0
24291	MIR5681A	0	0	0
24292	RP11-758M4.1	0	0.2864	0.0283
24293	RP11-730G20.2	4.2959	2.2103	2.5303
24294	RP11-730G20.1	0	1.4092	0
24295	RP11-758M4.4	0	0.163	0
24296	RP11-758M4.3	0	0.0773	0
24297	PI15	0.2223	26.6752	0.4288
24298	RP11-3N13.2	0	0	0
24299	CRISPLD1	0.7715	28.2831	7.5061
